代號,簡稱,資產類別,官方產業,大類股,市場別
2431,聯昌,普通股,金融保險業,金融保險類,上市 (TWSE)
2432,倚天酷碁-創,普通股,電子通路業,電子科技類,上市 (TWSE)
2433,互盛電,普通股,居家生活,傳統產業類,上市 (TWSE)
2434,統懋,普通股,電子零組件業,電子科技類,上市 (TWSE)
2436,偉詮電,普通股,電子零組件業,電子科技類,上市 (TWSE)
2438,翔耀,普通股,資訊服務業,電子科技類,上市 (TWSE)
2439,美律,普通股,其他電子業,電子科技類,上市 (TWSE)
2440,太空梭,普通股,金融保險業,金融保險類,上市 (TWSE)
2441,超豐,普通股,電子零組件業,電子科技類,上市 (TWSE)
2442,新美齊,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2444,兆勁,普通股,其他電子業,電子科技類,上市 (TWSE)
2449,京元電子,普通股,電子零組件業,電子科技類,上市 (TWSE)
2450,神腦,普通股,其他電子業,電子科技類,上市 (TWSE)
2451,創見,普通股,電子零組件業,電子科技類,上市 (TWSE)
2453,凌群,普通股,運動休閒,傳統產業類,上市 (TWSE)
2454,聯發科,普通股,電子零組件業,電子科技類,上市 (TWSE)
2455,全新,普通股,其他電子業,電子科技類,上市 (TWSE)
2457,飛宏,普通股,金融保險業,金融保險類,上市 (TWSE)
2458,義隆,普通股,電子零組件業,電子科技類,上市 (TWSE)
2459,敦吉,普通股,居家生活,傳統產業類,上市 (TWSE)
2460,建通,普通股,金融保險業,金融保險類,上市 (TWSE)
2461,光群雷,普通股,居家生活,傳統產業類,上市 (TWSE)
2462,良得電,普通股,金融保險業,金融保險類,上市 (TWSE)
2464,盟立,普通股,居家生活,傳統產業類,上市 (TWSE)
2465,麗臺,普通股,電子通路業,電子科技類,上市 (TWSE)
2466,冠西電,普通股,資訊服務業,電子科技類,上市 (TWSE)
2467,志聖,普通股,金融保險業,金融保險類,上市 (TWSE)
2468,華經,普通股,運動休閒,傳統產業類,上市 (TWSE)
2471,資通,普通股,運動休閒,傳統產業類,上市 (TWSE)
2472,立隆電,普通股,金融保險業,金融保險類,上市 (TWSE)
2474,可成,普通股,居家生活,傳統產業類,上市 (TWSE)
2476,鉅祥,普通股,金融保險業,金融保險類,上市 (TWSE)
2477,美隆電,普通股,居家生活,傳統產業類,上市 (TWSE)
2478,大毅,普通股,金融保險業,金融保險類,上市 (TWSE)
2480,敦陽科,普通股,運動休閒,傳統產業類,上市 (TWSE)
2481,強茂,普通股,電子零組件業,電子科技類,上市 (TWSE)
2482,連宇,普通股,居家生活,傳統產業類,上市 (TWSE)
2483,百容,普通股,金融保險業,金融保險類,上市 (TWSE)
2484,希華,普通股,金融保險業,金融保險類,上市 (TWSE)
2485,兆赫,普通股,其他電子業,電子科技類,上市 (TWSE)
2486,一詮,普通股,資訊服務業,電子科技類,上市 (TWSE)
2488,漢平,普通股,居家生活,傳統產業類,上市 (TWSE)
2489,瑞軒,普通股,資訊服務業,電子科技類,上市 (TWSE)
2491,吉祥全,普通股,資訊服務業,電子科技類,上市 (TWSE)
2492,華新科,普通股,金融保險業,金融保險類,上市 (TWSE)
2493,揚博,普通股,金融保險業,金融保險類,上市 (TWSE)
2495,普安,普通股,電子通路業,電子科技類,上市 (TWSE)
2496,卓越,普通股,半導體業,電子科技類,上市 (TWSE)
2497,怡利電,普通股,建材營造,傳統產業類,上市 (TWSE)
2498,宏達電,普通股,其他電子業,電子科技類,上市 (TWSE)
2501,國建,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2504,國產,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2505,國揚,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2506,太設,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2509,全坤建,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2511,太子,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2514,龍邦,普通股,半導體業,電子科技類,上市 (TWSE)
2515,中工,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2516,新建,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2520,冠德,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2524,京城,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2527,宏璟,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2528,皇普,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2530,華建,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2534,宏盛,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2535,達欣工,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2536,宏普,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2537,聯上發,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2538,基泰,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2539,櫻花建,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2540,愛山林,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2542,興富發,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2543,皇昌,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2545,皇翔,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2546,根基,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2547,日勝生,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2548,華固,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2596,綠意,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
2597,潤弘,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2601,益航,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2603,長榮,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2605,新興,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2606,裕民,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2607,榮運,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2608,嘉里大榮,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2609,陽明,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2610,華航,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2611,志信,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2612,中航,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2613,中櫃,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2614,東森,普通股,半導體業,電子科技類,上市 (TWSE)
2615,萬海,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2616,山隆,普通股,通信網路業,電子科技類,上市 (TWSE)
2617,台航,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2618,長榮航,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2630,亞航,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2633,台灣高鐵,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2634,漢翔,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2636,台驊控股,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2637,慧洋-KY,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2640,大車隊,普通股,未分類,其他/未分類,上櫃 (TPEx)
2641,正德,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
2642,宅配通,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2643,捷迅,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
2644,中信造船,普通股,貿易百貨業,傳統產業類,興櫃 (ESM)
2645,長榮航太,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2646,星宇航空,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
2701,萬企,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2702,華園,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2704,國賓,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2705,六福,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2706,第一店,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2707,晶華,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2712,遠雄來,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2718,全心投控,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
2719,燦星旅,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2722,夏都,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2723,美食-KY,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2724,藝舍-KY,普通股,半導體業,電子科技類,上櫃 (TPEx)
2726,雅茗-KY,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2727,王品,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2729,瓦城,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2731,雄獅,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2732,六角,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2733,維格餅家,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
2734,易飛網,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2736,富野,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2739,寒舍,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2740,華軒,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2741,老四川,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
2743,山富,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2745,五福,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2748,雲品,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2751,王座,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2752,豆府,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2753,八方雲集,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
2754,亞洲藏壽司,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2755,揚秦,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2756,聯發國際,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
2758,路易莎咖啡,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
2760,巨宇翔,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
2761,橘焱胡同,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
2762,世界健身-KY,普通股,未分類,其他/未分類,上市 (TWSE)
2801,彰銀,普通股,化學工業,傳統產業類,上市 (TWSE)
2812,台中銀,普通股,化學工業,傳統產業類,上市 (TWSE)
2816,旺旺保,普通股,化學工業,傳統產業類,上市 (TWSE)
2820,華票,普通股,化學工業,傳統產業類,上市 (TWSE)
2832,台產,普通股,化學工業,傳統產業類,上市 (TWSE)
2834,臺企銀,普通股,化學工業,傳統產業類,上市 (TWSE)
2836,高雄銀,普通股,化學工業,傳統產業類,上市 (TWSE)
2838,聯邦銀,普通股,化學工業,傳統產業類,上市 (TWSE)
2845,遠東銀,普通股,化學工業,傳統產業類,上市 (TWSE)
2849,安泰銀,普通股,化學工業,傳統產業類,上市 (TWSE)
2850,新產,普通股,化學工業,傳統產業類,上市 (TWSE)
2851,中再保,普通股,化學工業,傳統產業類,上市 (TWSE)
2852,第一保,普通股,化學工業,傳統產業類,上市 (TWSE)
2855,統一證,普通股,化學工業,傳統產業類,上市 (TWSE)
2867,三商壽,普通股,化學工業,傳統產業類,上市 (TWSE)
2880,華南金,普通股,化學工業,傳統產業類,上市 (TWSE)
2881,富邦金,普通股,化學工業,傳統產業類,上市 (TWSE)
2882,國泰金,普通股,化學工業,傳統產業類,上市 (TWSE)
2883,凱基金,普通股,化學工業,傳統產業類,上市 (TWSE)
2884,玉山金,普通股,化學工業,傳統產業類,上市 (TWSE)
2885,元大金,普通股,化學工業,傳統產業類,上市 (TWSE)
2886,兆豐金,普通股,化學工業,傳統產業類,上市 (TWSE)
2887,台新新光金,普通股,化學工業,傳統產業類,上市 (TWSE)
2889,國票金,普通股,化學工業,傳統產業類,上市 (TWSE)
2890,永豐金,普通股,化學工業,傳統產業類,上市 (TWSE)
2891,中信金,普通股,化學工業,傳統產業類,上市 (TWSE)
2892,第一金,普通股,化學工業,傳統產業類,上市 (TWSE)
2897,王道銀行,普通股,化學工業,傳統產業類,上市 (TWSE)
2901,欣欣,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2903,遠百,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2904,匯僑,普通股,半導體業,電子科技類,上市 (TWSE)
2905,三商,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2906,高林,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2908,特力,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2910,統領,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2911,麗嬰房,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2912,統一超,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2913,農林,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2915,潤泰全,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2916,滿心,普通股,未分類,其他/未分類,上櫃 (TPEx)
2923,鼎固-KY,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
2924,宏太-KY,普通股,未分類,其他/未分類,上櫃 (TPEx)
2926,誠品生活,普通股,綜合,傳統產業類,上櫃 (TPEx)
2929,淘帝-KY,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2937,集雅社,普通股,未分類,其他/未分類,上櫃 (TPEx)
2938,床的世界,普通股,未分類,其他/未分類,興櫃 (ESM)
2939,永邑-KY,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2940,歐都納,普通股,未分類,其他/未分類,興櫃 (ESM)
2941,米斯特,普通股,未分類,其他/未分類,上櫃 (TPEx)
2942,京站,普通股,未分類,其他/未分類,興櫃 (ESM)
2945,三商家購,普通股,生技醫療業,生技醫療類,上市 (TWSE)
2947,振宇五金,普通股,未分類,其他/未分類,上櫃 (TPEx)
2948,寶陞,普通股,未分類,其他/未分類,上櫃 (TPEx)
2949,欣新網,普通股,未分類,其他/未分類,上櫃 (TPEx)
3002,歐格,普通股,電子通路業,電子科技類,上市 (TWSE)
3003,健和興,普通股,金融保險業,金融保險類,上市 (TWSE)
3004,豐達科,普通股,橡膠工業,傳統產業類,上市 (TWSE)
3005,神基,普通股,電子通路業,電子科技類,上市 (TWSE)
3006,晶豪科,普通股,電子零組件業,電子科技類,上市 (TWSE)
3008,大立光,普通股,資訊服務業,電子科技類,上市 (TWSE)
3010,華立,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3011,今皓,普通股,金融保險業,金融保險類,上市 (TWSE)
3013,晟銘電,普通股,電子通路業,電子科技類,上市 (TWSE)
3014,聯陽,普通股,電子零組件業,電子科技類,上市 (TWSE)
3015,全漢,普通股,金融保險業,金融保險類,上市 (TWSE)
3016,嘉晶,普通股,電子零組件業,電子科技類,上市 (TWSE)
3017,奇鋐,普通股,電子通路業,電子科技類,上市 (TWSE)
3018,隆銘綠能,普通股,居家生活,傳統產業類,上市 (TWSE)
3019,亞光,普通股,資訊服務業,電子科技類,上市 (TWSE)
3021,鴻名,普通股,金融保險業,金融保險類,上市 (TWSE)
3022,威強電,普通股,電子通路業,電子科技類,上市 (TWSE)
3023,信邦,普通股,金融保險業,金融保險類,上市 (TWSE)
3024,憶聲,普通股,資訊服務業,電子科技類,上市 (TWSE)
3025,星通,普通股,其他電子業,電子科技類,上市 (TWSE)
3026,禾伸堂,普通股,金融保險業,金融保險類,上市 (TWSE)
3027,盛達,普通股,其他電子業,電子科技類,上市 (TWSE)
3028,增你強,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3029,零壹,普通股,運動休閒,傳統產業類,上市 (TWSE)
3030,德律,普通股,居家生活,傳統產業類,上市 (TWSE)
3031,佰鴻,普通股,資訊服務業,電子科技類,上市 (TWSE)
3032,偉訓,普通股,金融保險業,金融保險類,上市 (TWSE)
3033,威健,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3034,聯詠,普通股,電子零組件業,電子科技類,上市 (TWSE)
3035,智原,普通股,電子零組件業,電子科技類,上市 (TWSE)
3036,文曄,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3037,欣興,普通股,金融保險業,金融保險類,上市 (TWSE)
3038,全台,普通股,資訊服務業,電子科技類,上市 (TWSE)
3040,遠見,普通股,半導體業,電子科技類,上市 (TWSE)
3041,揚智,普通股,電子零組件業,電子科技類,上市 (TWSE)
3042,晶技,普通股,金融保險業,金融保險類,上市 (TWSE)
3043,科風,普通股,居家生活,傳統產業類,上市 (TWSE)
3044,健鼎,普通股,金融保險業,金融保險類,上市 (TWSE)
3045,台灣大,普通股,其他電子業,電子科技類,上市 (TWSE)
3046,建碁,普通股,電子通路業,電子科技類,上市 (TWSE)
3047,訊舟,普通股,其他電子業,電子科技類,上市 (TWSE)
3048,益登,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3049,精金,普通股,資訊服務業,電子科技類,上市 (TWSE)
3050,鈺德,普通股,資訊服務業,電子科技類,上市 (TWSE)
3051,力特,普通股,資訊服務業,電子科技類,上市 (TWSE)
3052,夆典,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
3054,立萬利,普通股,食品工業,傳統產業類,上市 (TWSE)
3055,蔚華科,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3056,富華新,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
3057,喬鼎,普通股,電子通路業,電子科技類,上市 (TWSE)
3058,立德,普通股,金融保險業,金融保險類,上市 (TWSE)
3059,華晶科,普通股,資訊服務業,電子科技類,上市 (TWSE)
3060,銘異,普通股,電子通路業,電子科技類,上市 (TWSE)
3062,建漢,普通股,其他電子業,電子科技類,上市 (TWSE)
3064,泰偉,普通股,綜合,傳統產業類,上櫃 (TPEx)
3066,李洲,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3067,全域,普通股,未分類,其他/未分類,上櫃 (TPEx)
3071,協禧,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3073,天方能源,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
3078,僑威,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3081,聯亞,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3083,網龍,普通股,綜合,傳統產業類,上櫃 (TPEx)
3085,新零售,普通股,未分類,其他/未分類,上櫃 (TPEx)
3086,華義*,普通股,綜合,傳統產業類,上櫃 (TPEx)
3088,艾訊,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3090,日電貿,普通股,金融保險業,金融保險類,上市 (TWSE)
3092,鴻碩,普通股,金融保險業,金融保險類,上市 (TWSE)
3093,港建*,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3094,聯傑,普通股,電子零組件業,電子科技類,上市 (TWSE)
3095,及成,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3097,拍檔,普通股,電子通路業,電子科技類,興櫃 (ESM)
3105,穩懋,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3114,好德,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3115,富榮綱,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3117,年程,普通股,金融保險業,金融保險類,興櫃 (ESM)
3118,進階,普通股,光電業,電子科技類,上櫃 (TPEx)
3122,笙泉,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3128,昇銳,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3130,一零四,普通股,未分類,其他/未分類,上市 (TWSE)
3131,弘塑,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3135,凌航,普通股,電子零組件業,電子科技類,上市 (TWSE)
3138,耀登,普通股,其他電子業,電子科技類,上市 (TWSE)
3141,晶宏,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3147,大綜,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
3149,正達,普通股,資訊服務業,電子科技類,上市 (TWSE)
3150,鈺寶-創,普通股,電子零組件業,電子科技類,上市 (TWSE)
3152,璟德,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3158,嘉實,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
3162,精確,普通股,電機機械,傳統產業類,上櫃 (TPEx)
3163,波若威,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3164,景岳,普通股,光電業,電子科技類,上市 (TWSE)
3167,大量,普通股,電機機械,傳統產業類,上市 (TWSE)
3168,眾福科,普通股,資訊服務業,電子科技類,上市 (TWSE)
3169,亞信,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3171,炎洲流通,普通股,未分類,其他/未分類,上櫃 (TPEx)
3176,基亞,普通股,光電業,電子科技類,上櫃 (TPEx)
3178,公準,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3184,微邦,普通股,光電業,電子科技類,興櫃 (ESM)
3188,鑫龍騰,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
3189,景碩,普通股,電子零組件業,電子科技類,上市 (TWSE)
3191,雲嘉南,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3205,佰研,普通股,光電業,電子科技類,上櫃 (TPEx)
3206,志豐,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3207,耀勝,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3209,全科,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3211,順達,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3213,茂訊,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3217,優群,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3218,大學光,普通股,光電業,電子科技類,上櫃 (TPEx)
3219,倚強科,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3221,台嘉碩,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3224,三顧,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
3226,龍鋒,普通股,電機機械,傳統產業類,上櫃 (TPEx)
3227,原相,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3228,金麗科,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3229,晟鈦,普通股,金融保險業,金融保險類,上市 (TWSE)
3230,錦明,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3231,緯創,普通股,電子通路業,電子科技類,上市 (TWSE)
3232,昱捷,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
3234,光環,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3236,千如,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3252,海灣,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
3257,虹冠電,普通股,電子零組件業,電子科技類,上市 (TWSE)
3259,鑫創,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3260,威剛,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3264,欣銓,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3265,台星科,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3266,昇陽,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
3268,海德威,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3272,東碩,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3276,宇環,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3284,太普高,普通股,半導體業,電子科技類,上櫃 (TPEx)
3285,微端,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3287,廣寰科,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3288,點晶,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3289,宜特,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3290,東浦,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3293,鈊象,普通股,綜合,傳統產業類,上櫃 (TPEx)
3294,英濟,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3296,勝德,普通股,金融保險業,金融保險類,上市 (TWSE)
3297,杭特,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3303,岱稜,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3305,昇貿,普通股,居家生活,傳統產業類,上市 (TWSE)
3306,鼎天,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3308,聯德,普通股,金融保險業,金融保險類,上市 (TWSE)
3310,佳穎,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3311,閎暉,普通股,其他電子業,電子科技類,上市 (TWSE)
3312,弘憶股,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
3313,斐成,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
3317,尼克森,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3321,同泰,普通股,金融保險業,金融保險類,上市 (TWSE)
3322,建舜電,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3323,加百裕,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3324,雙鴻,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3325,旭品,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3332,幸康,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3338,泰碩,普通股,金融保險業,金融保險類,上市 (TWSE)
3339,泰谷,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3346,麗清,普通股,建材營造,傳統產業類,上市 (TWSE)
3349,寶德,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3354,律勝,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3356,奇偶,普通股,資訊服務業,電子科技類,上市 (TWSE)
3357,臺慶科,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3360,尚立,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
3362,先進光,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3363,上詮,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3372,典範,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3373,熱映,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3374,精材,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3376,新日興,普通股,金融保險業,金融保險類,上市 (TWSE)
3379,彬台,普通股,電機機械,傳統產業類,上櫃 (TPEx)
3380,明泰,普通股,其他電子業,電子科技類,上市 (TWSE)
3388,崇越電,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3390,旭軟,普通股,金融保險業,金融保險類,上櫃 (TPEx)
3402,漢科,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3406,玉晶光,普通股,資訊服務業,電子科技類,上市 (TWSE)
3413,京鼎,普通股,電子零組件業,電子科技類,上市 (TWSE)
3416,融程電,普通股,電子通路業,電子科技類,上市 (TWSE)
3419,譁裕,普通股,其他電子業,電子科技類,上市 (TWSE)
3426,台興,普通股,電機機械,傳統產業類,上櫃 (TPEx)
3430,奇鈦科,普通股,電腦及週邊設備業,電子科技類,上櫃 (TPEx)
3432,台端,普通股,金融保險業,金融保險類,上市 (TWSE)
3434,哲固,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3437,榮創,普通股,資訊服務業,電子科技類,上市 (TWSE)
3438,類比科,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3441,聯一光電,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3443,創意,普通股,電子零組件業,電子科技類,上市 (TWSE)
3444,利機,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
3447,展達,普通股,其他電子業,電子科技類,上市 (TWSE)
3450,聯鈞,普通股,電子零組件業,電子科技類,上市 (TWSE)
3455,由田,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
3465,進泰電子,普通股,居家生活,傳統產業類,上櫃 (TPEx)
3466,德晉,普通股,其他電子業,電子科技類,上櫃 (TPEx)
3467,台灣精材,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
3473,智通聯網,普通股,其他電子業,電子科技類,興櫃 (ESM)
3479,安勤,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3481,群創,普通股,資訊服務業,電子科技類,上市 (TWSE)
3483,力致,普通股,電子通路業,電子科技類,上櫃 (TPEx)
3484,崧騰,普通股,金融保險業,金融保險類,上櫃 (TPEx)
